Timestamp,Open,High,Low,Close
-1325583000000,17.65999984741211,17.65999984741211,17.65999984741211,17.65999984741211
-1325237400000,17.760000228881836,17.760000228881836,17.760000228881836,17.760000228881836
-1325151000000,17.719999313354492,17.719999313354492,17.719999313354492,17.719999313354492
-1325064600000,17.549999237060547,17.549999237060547,17.549999237060547,17.549999237060547
-1324978200000,17.65999984741211,17.65999984741211,17.65999984741211,17.65999984741211
-1324719000000,17.5,17.5,17.5,17.5
-1324632600000,17.3700008392334,17.3700008392334,17.3700008392334,17.3700008392334
-1324546200000,17.350000381469727,17.350000381469727,17.350000381469727,17.350000381469727
-1324459800000,17.469999313354492,17.469999313354492,17.469999313354492,17.469999313354492
-1324373400000,17.579999923706055,17.579999923706055,17.579999923706055,17.579999923706055
-1324114200000,17.290000915527344,17.290000915527344,17.290000915527344,17.290000915527344
-1324027800000,17.299999237060547,17.299999237060547,17.299999237060547,17.299999237060547
-1323941400000,17.260000228881836,17.260000228881836,17.260000228881836,17.260000228881836
-1323855000000,17.3799991607666,17.3799991607666,17.3799991607666,17.3799991607666
-1323768600000,17.479999542236328,17.479999542236328,17.479999542236328,17.479999542236328
-1323509400000,17.639999389648438,17.639999389648438,17.639999389648438,17.639999389648438
-1323423000000,17.709999084472656,17.709999084472656,17.709999084472656,17.709999084472656
-1323336600000,17.520000457763672,17.520000457763672,17.520000457763672,17.520000457763672
-1323250200000,17.6299991607666,17.6299991607666,17.6299991607666,17.6299991607666
-1323163800000,17.690000534057617,17.690000534057617,17.690000534057617,17.690000534057617
-1322904600000,17.489999771118164,17.489999771118164,17.489999771118164,17.489999771118164
-1322818200000,17.56999969482422,17.56999969482422,17.56999969482422,17.56999969482422
-1322731800000,17.530000686645508,17.530000686645508,17.530000686645508,17.530000686645508
-1322645400000,17.6299991607666,17.6299991607666,17.6299991607666,17.6299991607666
-1322559000000,17.399999618530273,17.399999618530273,17.399999618530273,17.399999618530273
-1322299800000,17.450000762939453,17.450000762939453,17.450000762939453,17.450000762939453
-1322213400000,17.440000534057617,17.440000534057617,17.440000534057617,17.440000534057617
-1322127000000,17.489999771118164,17.489999771118164,17.489999771118164,17.489999771118164
-1322040600000,17.549999237060547,17.549999237060547,17.549999237060547,17.549999237060547
-1321954200000,17.540000915527344,17.540000915527344,17.540000915527344,17.540000915527344
-1321608600000,17.440000534057617,17.440000534057617,17.440000534057617,17.440000534057617
-1321522200000,17.399999618530273,17.399999618530273,17.399999618530273,17.399999618530273
-1321435800000,17.350000381469727,17.350000381469727,17.350000381469727,17.350000381469727
-1321349400000,17.040000915527344,17.040000915527344,17.040000915527344,17.040000915527344
-1321090200000,16.950000762939453,16.950000762939453,16.950000762939453,16.950000762939453
-1321003800000,17.110000610351562,17.110000610351562,17.110000610351562,17.110000610351562
